Transcript_ID,KO_IDs,Pathway_IDs,Module_IDs,Reaction_IDs
NODE_24079_length_1966_cov_1204.232134_g9579_i1,ko:K00026,"ko00020,ko00270,ko00620,ko00630,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00270,map00620,map00630,map00710,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00012,M00168,M00171","R00342,R07136"
NODE_24083_length_1966_cov_289.655712_g9521_i1,"ko:K12741,ko:K14411","ko03015,ko03040,map03015,map03040",,
NODE_24084_length_1966_cov_128.207616_g11170_i0,ko:K14765,,,
NODE_24089_length_1966_cov_73.861242_g6646_i1,ko:K01634,"ko00600,ko01100,ko04071,map00600,map01100,map04071",M00100,"R02464,R06516"
NODE_24091_length_1966_cov_57.243088_g8151_i1,ko:K03327,,,
NODE_24092_length_1966_cov_53.814815_g10390_i1,ko:K03327,,,
NODE_24099_length_1965_cov_854.485386_g8188_i2,ko:K01736,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R01714
NODE_24101_length_1965_cov_374.372129_g11177_i0,"ko:K01188,ko:K13032","ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110",,"R00026,R02558,R02887,R02985,R03527,R04949,R04998,R10035,R10039,R10040"
NODE_24105_length_1965_cov_207.694676_g2026_i4,ko:K14948,,,
NODE_24112_length_1965_cov_85.018267_g11180_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_24114_length_1965_cov_79.957724_g11181_i0,ko:K10523,"ko04340,ko04341,map04340,map04341",M00384,
NODE_24116_length_1965_cov_70.269311_g11182_i0,ko:K22193,,,
NODE_24123_length_1965_cov_34.758873_g11184_i0,ko:K09422,,,
NODE_24126_length_1965_cov_3.108038_g11186_i0,ko:K14491,"ko04075,map04075",,
NODE_2412_length_4342_cov_44.344980_g1192_i0,ko:K10803,"ko03410,map03410",M00296,
NODE_24134_length_1964_cov_502.145692_g6679_i2,ko:K02925,"ko03010,map03010",M00177,
NODE_2413_length_4341_cov_252.863467_g241_i2,ko:K18670,,,
NODE_24145_length_1964_cov_65.322715_g99_i2,ko:K15188,"ko05202,map05202",,
NODE_24151_length_1964_cov_22.564491_g11193_i0,ko:K13508,"ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110",M00089,"R00851,R06872,R09380"
NODE_24153_length_1963_cov_1134.034483_g1912_i3,ko:K01369,"ko04142,ko04612,map04142,map04612",,
NODE_24154_length_1963_cov_423.092476_g10648_i1,ko:K11583,"ko03015,ko04071,ko04151,ko04152,ko04261,ko04728,ko05165,map03015,map04071,map04151,map04152,map04261,map04728,map05165",,
NODE_24156_length_1963_cov_264.541275_g9334_i1,ko:K07375,"ko04145,ko04540,ko05130,map04145,map04540,map05130",,
NODE_24161_length_1963_cov_125.195925_g11194_i0,ko:K17265,,,
NODE_2416_length_4341_cov_47.215750_g1195_i0,ko:K14317,"ko03013,ko05169,map03013,map05169",M00427,
NODE_24171_length_1962_cov_503.016728_g2627_i2,ko:K01653,"ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00570","R00006,R00014,R00226,R03050,R04672,R04673,R08648"
NODE_24181_length_1962_cov_58.964454_g11202_i0,ko:K14651,"ko03022,ko05202,map03022,map05202",,
NODE_24184_length_1962_cov_36.923680_g10747_i1,ko:K09584,"ko04141,map04141",,
NODE_24189_length_1961_cov_734.013075_g11207_i0,ko:K02917,"ko03010,map03010","M00177,M00179",
NODE_24191_length_1961_cov_327.339958_g11208_i0,ko:K00794,"ko00740,ko01100,ko01110,map00740,map01100,map01110",M00125,R04457
NODE_24193_length_1961_cov_254.795502_g11210_i0,ko:K05280,"ko00941,ko00944,ko01100,ko01110,map00941,map00944,map01100,map01110",,"R02442,R03124,R06537,R06538,R08002,R08032"
NODE_24195_length_1961_cov_190.095188_g11211_i0,"ko:K01193,ko:K20849","ko00052,ko00500,ko01100,map00052,map00500,map01100",,"R00801,R00802,R02410,R03635,R03921,R06088"
NODE_241_length_7270_cov_54.989891_g101_i1,ko:K11367,,,
NODE_24214_length_1961_cov_17.621339_g11220_i0,ko:K10260,"ko04120,map04120",M00387,
NODE_24217_length_1960_cov_1360.852433_g11222_i0,"ko:K07198,ko:K12761","ko04068,ko04113,ko04138,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04113,map04138,map04140,map04150,map04151,map04152,map04211,map04213,map04371,map04530,map04710,map04714,map04910,map04920,map04921,map04922,map04931,map04932,map05410,map05418",,
NODE_24218_length_1960_cov_460.055992_g4787_i1,ko:K00600,"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523","M00140,M00141,M00346,M00532","R00945,R09099"
NODE_24226_length_1960_cov_78.052852_g11224_i0,ko:K00472,"ko00330,ko01100,map00330,map01100",,R01252
NODE_24234_length_1959_cov_493.180628_g9055_i2,ko:K16297,,,
NODE_24247_length_1959_cov_32.598429_g7184_i1,ko:K00895,"ko00010,ko00030,ko00051,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map01100,map01110,map01120,map01130",,"R00764,R02073"
NODE_24249_length_1959_cov_26.071728_g11232_i0,ko:K17193,"ko00942,map00942",,"R10290,R10291,R10292"
NODE_24261_length_1958_cov_262.261917_g11238_i0,ko:K17479,,,
NODE_24267_length_1958_cov_84.081718_g10299_i1,ko:K14863,,,
NODE_24273_length_1958_cov_32.974856_g11241_i0,ko:K01113,"ko00790,ko01100,ko02020,map00790,map01100,map02020",M00126,R04620
NODE_24278_length_1958_cov_13.646936_g11242_i0,ko:K13789,"ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130","M00364,M00366","R01658,R02003,R02061"
NODE_24282_length_1957_cov_455.867400_g9134_i2,ko:K12393,"ko04142,map04142",,
NODE_24284_length_1957_cov_349.753669_g2716_i4,ko:K22390,,,
NODE_24285_length_1957_cov_322.940252_g8649_i1,"ko:K04460,ko:K15423","ko04010,ko04922,map04010,map04922",,
NODE_24289_length_1957_cov_164.328092_g10121_i1,ko:K19041,,,
NODE_24297_length_1957_cov_43.372117_g11247_i0,"ko:K08237,ko:K12356","ko00940,map00940",,"R02594,R03605,R04005"
NODE_24299_length_1957_cov_28.513103_g10759_i1,ko:K15032,,,
NODE_2429_length_4336_cov_137.895731_g1103_i1,ko:K01595,"ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200","M00168,M00170,M00171,M00172,M00173,M00346,M00374",R00345
NODE_24303_length_1956_cov_815.190351_g5945_i2,ko:K12795,"ko04621,ko04626,map04621,map04626",,
NODE_24306_length_1956_cov_167.165705_g11250_i0,ko:K10752,"ko04218,map04218",,
NODE_24311_length_1956_cov_70.251180_g9928_i1,ko:K01114,"ko00562,ko00564,ko00565,ko01100,ko01110,ko02024,ko04919,map00562,map00564,map00565,map01100,map01110,map02024,map04919",,"R01312,R02027,R02052,R03332,R07381"
NODE_24317_length_1956_cov_33.452543_g11255_i0,ko:K02150,"ko00190,ko01100,ko04145,ko04150,ko04721,ko04966,ko05110,ko05120,ko05323,map00190,map01100,map04145,map04150,map04721,map04966,map05110,map05120,map05323",M00160,
NODE_24319_length_1956_cov_28.110645_g11257_i0,ko:K06125,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00128,"R05000,R05616,R07273"
NODE_24322_length_1956_cov_7.968537_g11260_i0,"ko:K04733,ko:K13420","ko04010,ko04016,ko04064,ko04620,ko04621,ko04624,ko04626,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04016,map04064,map04620,map04621,map04624,map04626,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_24324_length_1955_cov_3126.287513_g6142_i3,ko:K00927,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00001,M00002,M00003,M00165,M00166,M00308,M00552",R01512
NODE_24329_length_1955_cov_234.973767_g11263_i0,"ko:K09588,ko:K09590","ko00905,ko01100,ko01110,map00905,map01100,map01110",M00371,"R07450,R07451,R07455,R07457,R07458,R10669"
NODE_24330_length_1955_cov_208.823715_g8809_i1,ko:K03120,"ko03022,ko05016,ko05165,ko05166,ko05168,ko05169,ko05203,map03022,map05016,map05165,map05166,map05168,map05169,map05203",,
NODE_24349_length_1954_cov_930.681890_g8609_i2,ko:K01735,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R03083
NODE_2434_length_4334_cov_286.418436_g1203_i0,ko:K17085,,,
NODE_24351_length_1954_cov_227.506562_g10479_i1,ko:K14545,"ko03008,map03008",,
NODE_24357_length_1954_cov_133.639895_g11275_i0,"ko:K09880,ko:K16054","ko00270,ko01100,map00270,map01100",M00034,"R07392,R07395"
NODE_24358_length_1954_cov_132.020472_g7228_i2,ko:K03453,,,
NODE_24367_length_1954_cov_6.958530_g11278_i0,ko:K08150,,,
NODE_24370_length_1953_cov_603.987920_g9238_i3,ko:K12670,"ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141",M00072,
NODE_24380_length_1953_cov_111.139706_g11284_i0,ko:K12836,"ko03040,ko05131,map03040,map05131",,
NODE_24383_length_1953_cov_103.694328_g8412_i1,ko:K00318,"ko00330,ko01100,ko01110,ko01130,map00330,map01100,map01110,map01130",,R10507
NODE_24384_length_1953_cov_99.200630_g11285_i0,ko:K00592,,,R05179
NODE_24387_length_1953_cov_84.742647_g11287_i0,ko:K16075,,,
NODE_24389_length_1953_cov_65.941176_g10467_i1,ko:K04498,"ko04024,ko04066,ko04068,ko04110,ko04310,ko04330,ko04350,ko04520,ko04630,ko04720,ko04916,ko04919,ko04922,ko05016,ko05152,ko05161,ko05164,ko05165,ko05166,ko05167,ko05168,ko05169,ko05200,ko05203,ko05206,ko05211,ko05215,map04024,map04066,map04068,map04110,map04310,map04330,map04350,map04520,map04630,map04720,map04916,map04919,map04922,map05016,map05152,map05161,map05164,map05165,map05166,map05167,map05168,map05169,map05200,map05203,map05206,map05211,map05215",,
NODE_24396_length_1953_cov_19.972689_g11291_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_24399_length_1953_cov_8.588761_g11293_i0,ko:K10706,,,
NODE_24402_length_1952_cov_750.835523_g11296_i0,ko:K20667,,,
NODE_24404_length_1952_cov_304.183920_g3324_i1,ko:K10956,"ko03060,ko04141,ko04145,ko05110,map03060,map04141,map04145,map05110",M00401,
NODE_24405_length_1952_cov_216.841829_g7318_i1,ko:K08963,"ko00270,ko01100,map00270,map01100",M00034,R04420
NODE_24415_length_1952_cov_51.631634_g11299_i0,ko:K21440,,,
NODE_24417_length_1952_cov_49.017341_g10517_i1,ko:K16277,,,
NODE_24420_length_1952_cov_35.888597_g11300_i0,ko:K07088,,,
NODE_24421_length_1952_cov_22.596952_g11301_i0,ko:K01638,"ko00620,ko00630,ko01100,ko01110,ko01120,ko01200,map00620,map00630,map01100,map01110,map01120,map01200",M00012,R00472
NODE_24424_length_1952_cov_4.747241_g11303_i0,ko:K14794,,,
NODE_24426_length_1951_cov_1344.682440_g5081_i2,ko:K07375,"ko04145,ko04540,ko05130,map04145,map04540,map05130",,
NODE_24427_length_1951_cov_520.125657_g10717_i1,ko:K15283,,,
NODE_24431_length_1951_cov_256.297056_g11306_i0,ko:K00817,"ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230",M00026,"R00694,R00734,R03243"
NODE_24432_length_1951_cov_249.828076_g7835_i1,ko:K15285,,,
NODE_24436_length_1951_cov_129.140379_g7089_i1,ko:K19891,"ko00500,map00500",,R00308
NODE_24438_length_1951_cov_98.676656_g902_i1,ko:K03144,"ko03022,ko03420,ko05203,map03022,map03420,map05203",M00290,
NODE_2443_length_4329_cov_82.184579_g1205_i0,ko:K05749,"ko03013,ko04810,map03013,map04810",,
NODE_24440_length_1951_cov_83.425868_g7178_i1,ko:K14807,,,
NODE_24442_length_1951_cov_80.478444_g11310_i0,ko:K21373,,,
NODE_24443_length_1951_cov_53.006835_g11311_i0,"ko:K00512,ko:K07408,ko:K14985","ko00140,ko00380,ko00830,ko00980,ko00981,ko01100,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00830,map00980,map00981,map01100,map04913,map04917,map04927,map04934,map05204","M00109,M00110","R02211,R02354,R02355,R03089,R03408,R03629,R03783,R04852,R04853,R07000,R07001,R07021,R07022,R07079,R07080,R07081,R07085,R07087,R07098,R07099,R08143,R08390,R08392,R08517,R08518,R09418,R09423,R09442"
NODE_24454_length_1951_cov_7.860147_g11317_i0,ko:K00630,"ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110",M00089,"R00851,R09380"
NODE_24456_length_1951_cov_4.687697_g11319_i0,ko:K17592,,,
NODE_24458_length_1950_cov_760.418727_g11321_i0,ko:K03062,"ko03050,ko05165,ko05169,ko05203,map03050,map05165,map05169,map05203",M00341,
NODE_24459_length_1950_cov_751.480274_g5160_i2,ko:K00083,"ko00940,ko01100,ko01110,map00940,map01100,map01110",M00039,"R02593,R03918,R06570,R06571,R07437"
NODE_24467_length_1950_cov_105.682799_g11327_i0,ko:K19040,,,
NODE_24477_length_1950_cov_43.465018_g5812_i1,ko:K03857,"ko00563,ko01100,map00563,map01100",M00065,R05916
NODE_24479_length_1950_cov_36.378748_g11332_i0,ko:K05909,,,
NODE_24485_length_1950_cov_5.220936_g11336_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_24488_length_1949_cov_257.093158_g11338_i0,ko:K20360,,,
NODE_2449_length_4325_cov_119.597287_g1207_i0,ko:K08818,,,
NODE_24503_length_1949_cov_5.424737_g11344_i0,ko:K13466,"ko04626,map04626",,
NODE_24508_length_1948_cov_218.058452_g7525_i2,ko:K09560,,,
NODE_24511_length_1948_cov_132.440758_g11347_i0,ko:K20168,"ko04137,map04137",,
NODE_24512_length_1948_cov_120.045814_g11348_i0,"ko:K00512,ko:K07408,ko:K14985","ko00140,ko00380,ko00830,ko00980,ko00981,ko01100,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00830,map00980,map00981,map01100,map04913,map04917,map04927,map04934,map05204","M00109,M00110","R02211,R02354,R02355,R03089,R03408,R03629,R03783,R04852,R04853,R07000,R07001,R07021,R07022,R07079,R07080,R07081,R07085,R07087,R07098,R07099,R08143,R08390,R08392,R08517,R08518,R09418,R09423,R09442"
NODE_24528_length_1948_cov_6.836230_g11353_i0,ko:K08176,,,
NODE_24531_length_1947_cov_843.567966_g11355_i0,ko:K00228,"ko00860,ko01100,ko01110,map00860,map01100,map01110",M00121,R03220
NODE_24532_length_1947_cov_487.744468_g11356_i0,"ko:K00611,ko:K02725","ko00220,ko01100,ko01110,ko01130,ko01230,ko03050,map00220,map01100,map01110,map01130,map01230,map03050","M00029,M00337,M00340,M00844",R01398
NODE_24534_length_1947_cov_112.388303_g8171_i1,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_24538_length_1947_cov_81.282403_g11361_i0,ko:K16675,"ko04391,map04391",,
NODE_24540_length_1947_cov_69.295574_g10268_i2,ko:K09422,,,
NODE_24555_length_1946_cov_164.172905_g11368_i0,ko:K12581,"ko03018,map03018",,
NODE_24561_length_1946_cov_85.044280_g11369_i0,ko:K05757,"ko04144,ko04666,ko04810,ko05100,ko05130,ko05131,ko05132,map04144,map04666,map04810,map05100,map05130,map05131,map05132",,
NODE_24568_length_1946_cov_5.853980_g11373_i0,ko:K14487,"ko04075,map04075",,
NODE_24571_length_1945_cov_613.543249_g11376_i0,ko:K03238,"ko03013,map03013",,
NODE_24572_length_1945_cov_374.224156_g9287_i1,ko:K13436,"ko04626,map04626",,
NODE_24583_length_1945_cov_50.463080_g11161_i1,ko:K13457,"ko04626,map04626",,
NODE_24586_length_1945_cov_26.029536_g11381_i0,ko:K12501,"ko00130,map00130",,R08782
NODE_24589_length_1945_cov_13.369198_g11382_i0,ko:K03327,,,
NODE_24597_length_1944_cov_155.101319_g11385_i0,ko:K01611,"ko00270,ko00330,ko01100,map00270,map00330,map01100","M00034,M00133",R00178
NODE_24600_length_1944_cov_131.937731_g11386_i0,ko:K10256,"ko01040,ko01212,map01040,map01212",,"R11043,R11044"
NODE_24606_length_1944_cov_91.433245_g9612_i1,ko:K21777,,,
NODE_24612_length_1944_cov_49.468074_g11393_i0,ko:K20556,,,
NODE_24619_length_1944_cov_11.264380_g11397_i0,ko:K01246,"ko03410,map03410",,
NODE_24620_length_1944_cov_8.306596_g11398_i0,ko:K02575,"ko00910,map00910",M00615,
NODE_24621_length_1944_cov_3.834301_g11399_i0,ko:K20478,,,
NODE_24623_length_1943_cov_437.451954_g10494_i1,ko:K03242,"ko03013,map03013",,
NODE_24625_length_1943_cov_369.146779_g11400_i0,ko:K06118,"ko00520,ko00561,map00520,map00561",,R05775
NODE_24635_length_1943_cov_47.572862_g11405_i0,ko:K17338,,,
NODE_24641_length_1943_cov_27.797254_g11409_i0,ko:K20456,,,
NODE_24645_length_1943_cov_12.176346_g11410_i0,ko:K14487,"ko04075,map04075",,
NODE_24651_length_1942_cov_186.965135_g11412_i0,ko:K14015,"ko04141,map04141","M00400,M00403",
NODE_24660_length_1942_cov_32.500792_g7326_i2,ko:K10798,"ko03410,ko04210,ko04212,ko04214,ko04217,map03410,map04210,map04212,map04214,map04217",M00296,
NODE_24666_length_1942_cov_11.384046_g11420_i0,ko:K06627,"ko04110,ko04152,ko04218,ko04914,ko05161,ko05165,ko05169,ko05203,map04110,map04152,map04218,map04914,map05161,map05165,map05169,map05203",M00693,
NODE_24670_length_1941_cov_298.764271_g11423_i0,ko:K00232,"ko00071,ko00592,ko01040,ko01100,ko01110,ko01212,ko03320,ko04024,ko04146,map00071,map00592,map01040,map01100,map01110,map01212,map03320,map04024,map04146","M00087,M00113","R01175,R01279,R03777,R03857,R03990,R04751,R04754,R07888,R07892,R07896,R07934,R07950"
NODE_24680_length_1941_cov_43.164905_g8956_i1,ko:K00863,"ko00051,ko00561,ko00680,ko01100,ko01120,ko01200,ko04622,map00051,map00561,map00680,map01100,map01120,map01200,map04622",M00344,"R01011,R01059"
NODE_24682_length_1941_cov_33.022727_g11427_i0,ko:K13457,"ko04626,map04626",,
NODE_24688_length_1941_cov_18.776956_g11429_i0,ko:K00844,"ko00010,ko00051,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04910,ko04930,ko04973,ko05230,map00010,map00051,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200,map04066,map04910,map04930,map04973,map05230","M00001,M00549","R00299,R00760,R00867,R01326,R01600,R01786,R01961,R03920"
NODE_24693_length_1940_cov_220.497620_g11430_i0,ko:K10604,"ko04120,map04120",,
NODE_24694_length_1940_cov_193.900053_g11431_i0,ko:K11982,,,
NODE_24696_length_1940_cov_186.775251_g11433_i0,ko:K19861,,,
NODE_24700_length_1940_cov_111.083025_g10625_i1,ko:K19371,,,
NODE_24706_length_1940_cov_64.496563_g11437_i0,ko:K20168,"ko04137,map04137",,
NODE_24707_length_1940_cov_62.843998_g11438_i0,ko:K21374,,,
NODE_24708_length_1940_cov_60.119513_g11439_i0,ko:K00791,"ko00908,ko01100,ko01110,map00908,map01100,map01110",,R01122
NODE_24709_length_1940_cov_59.294553_g11440_i0,ko:K00791,"ko00908,ko01100,ko01110,map00908,map01100,map01110",,R01122
NODE_24717_length_1939_cov_280.920635_g9483_i1,ko:K15919,"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,R01388
NODE_24719_length_1939_cov_190.407937_g10695_i1,ko:K00382,"ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00036,M00307,M00532","R00209,R01221,R01698,R03815,R07618,R08549"
NODE_24722_length_1939_cov_130.665608_g6208_i2,"ko:K04125,ko:K07767","ko00904,ko01110,map00904,map01110",,"R03008,R03809,R06337,R06338"
NODE_24724_length_1939_cov_120.688360_g10387_i1,ko:K17592,,,
NODE_24727_length_1939_cov_107.302116_g11447_i0,ko:K14945,,,
NODE_24728_length_1939_cov_104.986243_g2334_i3,ko:K09874,,,
NODE_24729_length_1939_cov_89.824339_g11448_i0,ko:K00818,"ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230",M00028,R02283
NODE_24736_length_1939_cov_19.510053_g11453_i0,"ko:K07385,ko:K12742,ko:K14173,ko:K20979","ko00900,ko00902,ko00909,ko01100,ko01110,ko01130,map00900,map00902,map00909,map01100,map01110,map01130",,"R06421,R06422,R08199,R08396,R08696"
NODE_24738_length_1939_cov_13.165079_g11454_i0,ko:K06875,,,
NODE_24747_length_1938_cov_142.567496_g9230_i1,ko:K08494,,,
NODE_24750_length_1938_cov_74.497618_g8980_i2,ko:K00924,,,
NODE_24751_length_1938_cov_59.555320_g11458_i0,ko:K07198,"ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04140,map04150,map04151,map04152,map04211,map04213,map04371,map04530,map04710,map04714,map04910,map04920,map04921,map04922,map04931,map04932,map05410,map05418",,
NODE_24752_length_1938_cov_45.152991_g11459_i0,"ko:K14684,ko:K15085",,,
NODE_24757_length_1938_cov_15.568555_g11461_i0,ko:K14674,"ko00100,ko00561,ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,map00100,map00561,map00564,map00565,map00590,map00591,map00592,map01100,map01110","M00089,M00098","R01315,R01317,R01462,R02053,R02241,R02250,R02687,R07064,R07379,R07387,R07859"
NODE_24759_length_1938_cov_10.713605_g11462_i0,ko:K11982,,,
NODE_2475_length_4313_cov_76.691370_g1013_i1,ko:K14327,"ko03013,ko03015,map03013,map03015",M00430,
NODE_24761_length_1938_cov_5.122816_g11464_i0,ko:K01193,"ko00052,ko00500,ko01100,map00052,map00500,map01100",,"R00801,R00802,R02410,R03635,R03921,R06088"
